state,county,fips,abbreviation
Nebraska,Garfield,31071,NE
Nebraska,Gosper,31073,NE
Nebraska,Grant,31075,NE
Nebraska,Greeley,31077,NE
Nebraska,Hall,31079,NE
Nebraska,Hamilton,31081,NE
Nebraska,Harlan,31083,NE
Nebraska,Hayes,31085,NE
Nebraska,Hitchcock,31087,NE
Nebraska,Holt,31089,NE
Nebraska,Hooker,31091,NE
Nebraska,Howard,31093,NE
Nebraska,Jefferson,31095,NE
Nebraska,Johnson,31097,NE
Nebraska,Kearney,31099,NE
Nebraska,Keith,31101,NE
Nebraska,Keya Paha,31103,NE
Nebraska,Kimball,31105,NE
Nebraska,Knox,31107,NE
Nebraska,Lancaster,31109,NE
Nebraska,Lincoln,31111,NE
Nebraska,Logan,31113,NE
Nebraska,Loup,31115,NE
Nebraska,Madison,31119,NE
Nebraska,McPherson,31117,NE
Nebraska,Merrick,31121,NE
Nebraska,Morrill,31123,NE
Nebraska,Nance,31125,NE
Nebraska,Nemaha,31127,NE
Nebraska,Nuckolls,31129,NE
Nebraska,Otoe,31131,NE
Nebraska,Pawnee,31133,NE
Nebraska,Perkins,31135,NE
Nebraska,Phelps,31137,NE
Nebraska,Pierce,31139,NE
Nebraska,Platte,31141,NE
Nebraska,Polk,31143,NE
Nebraska,Red Willow,31145,NE
Nebraska,Richardson,31147,NE
Nebraska,Rock,31149,NE
Nebraska,Saline,31151,NE
Nebraska,Sarpy,31153,NE
Nebraska,Saunders,31155,NE
Nebraska,Scotts Bluff,31157,NE
Nebraska,Seward,31159,NE
Nebraska,Sheridan,31161,NE
Nebraska,Sherman,31163,NE
Nebraska,Sioux,31165,NE
Nebraska,Stanton,31167,NE
Nebraska,Thayer,31169,NE
Nebraska,Thomas,31171,NE
Nebraska,Thurston,31173,NE
Nebraska,Unknown,NA,NE
Nebraska,Valley,31175,NE
Nebraska,Washington,31177,NE
Nebraska,Wayne,31179,NE
Nebraska,Webster,31181,NE
Nebraska,Wheeler,31183,NE
Nebraska,York,31185,NE
Nevada,Carson City,32510,NV
Nevada,Churchill,32001,NV
Nevada,Clark,32003,NV
Nevada,Douglas,32005,NV
Nevada,Elko,32007,NV
Nevada,Eureka,32011,NV
Nevada,Humboldt,32013,NV
Nevada,Lander,32015,NV
Nevada,Lincoln,32017,NV
Nevada,Lyon,32019,NV
Nevada,Mineral,32021,NV
Nevada,Nye,32023,NV
Nevada,Pershing,32027,NV
Nevada,Storey,32029,NV
Nevada,Unknown,NA,NV
Nevada,Washoe,32031,NV
Nevada,White Pine,32033,NV
New Hampshire,Belknap,33001,NH
New Hampshire,Carroll,33003,NH
New Hampshire,Cheshire,33005,NH
New Hampshire,Coos,33007,NH
New Hampshire,Grafton,33009,NH
New Hampshire,Hillsborough,33011,NH
New Hampshire,Merrimack,33013,NH
New Hampshire,Rockingham,33015,NH
New Hampshire,Strafford,33017,NH
New Hampshire,Sullivan,33019,NH
New Hampshire,Unknown,NA,NH
New Jersey,Atlantic,34001,NJ
New Jersey,Bergen,34003,NJ
New Jersey,Burlington,34005,NJ
New Jersey,Camden,34007,NJ
New Jersey,Cape May,34009,NJ
New Jersey,Cumberland,34011,NJ
New Jersey,Essex,34013,NJ
New Jersey,Gloucester,34015,NJ
New Jersey,Hudson,34017,NJ
New Jersey,Hunterdon,34019,NJ
New Jersey,Mercer,34021,NJ
New Jersey,Middlesex,34023,NJ
New Jersey,Monmouth,34025,NJ
New Jersey,Morris,34027,NJ
New Jersey,Ocean,34029,NJ
New Jersey,Passaic,34031,NJ
New Jersey,Salem,34033,NJ
New Jersey,Somerset,34035,NJ
New Jersey,Sussex,34037,NJ
New Jersey,Union,34039,NJ
New Jersey,Unknown,NA,NJ
New Jersey,Warren,34041,NJ
New Mexico,Bernalillo,35001,NM
New Mexico,Catron,35003,NM
New Mexico,Chaves,35005,NM
New Mexico,Cibola,35006,NM
New Mexico,Colfax,35007,NM
New Mexico,Curry,35009,NM
New Mexico,De Baca,35011,NM
New Mexico,Doña Ana,35013,NM
New Mexico,Eddy,35015,NM
New Mexico,Grant,35017,NM
New Mexico,Guadalupe,35019,NM
New Mexico,Harding,35021,NM
New Mexico,Hidalgo,35023,NM
New Mexico,Lea,35025,NM
New Mexico,Lincoln,35027,NM
New Mexico,Los Alamos,35028,NM
New Mexico,Luna,35029,NM
New Mexico,McKinley,35031,NM
New Mexico,Mora,35033,NM
New Mexico,Otero,35035,NM
New Mexico,Quay,35037,NM
New Mexico,Rio Arriba,35039,NM
New Mexico,Roosevelt,35041,NM
New Mexico,San Juan,35045,NM
New Mexico,San Miguel,35047,NM
New Mexico,Sandoval,35043,NM
New Mexico,Santa Fe,35049,NM
New Mexico,Sierra,35051,NM
New Mexico,Socorro,35053,NM
New Mexico,Taos,35055,NM
New Mexico,Torrance,35057,NM
New Mexico,Union,35059,NM
New Mexico,Unknown,NA,NM
New Mexico,Valencia,35061,NM
New York,Albany,36001,NY
New York,Allegany,36003,NY
New York,Broome,36007,NY
New York,Cattaraugus,36009,NY
New York,Cayuga,36011,NY
New York,Chautauqua,36013,NY
New York,Chemung,36015,NY
New York,Chenango,36017,NY
New York,Clinton,36019,NY
New York,Columbia,36021,NY
New York,Cortland,36023,NY
New York,Delaware,36025,NY
New York,Dutchess,36027,NY
New York,Erie,36029,NY
New York,Essex,36031,NY
New York,Franklin,36033,NY
New York,Fulton,36035,NY
New York,Genesee,36037,NY
New York,Greene,36039,NY
New York,Hamilton,36041,NY
New York,Herkimer,36043,NY
New York,Jefferson,36045,NY
New York,Lewis,36049,NY
New York,Livingston,36051,NY
New York,Madison,36053,NY
New York,Monroe,36055,NY
New York,Montgomery,36057,NY
New York,Nassau,36059,NY
New York,New York City,NA,NY
New York,Niagara,36063,NY
New York,Oneida,36065,NY
New York,Onondaga,36067,NY
New York,Ontario,36069,NY
New York,Orange,36071,NY
New York,Orleans,36073,NY
New York,Oswego,36075,NY
New York,Otsego,36077,NY
New York,Putnam,36079,NY
New York,Rensselaer,36083,NY
New York,Rockland,36087,NY
New York,Saratoga,36091,NY
New York,Schenectady,36093,NY
New York,Schoharie,36095,NY
New York,Schuyler,36097,NY
New York,Seneca,36099,NY
New York,St. Lawrence,36089,NY
New York,Steuben,36101,NY
New York,Suffolk,36103,NY
New York,Sullivan,36105,NY
New York,Tioga,36107,NY
New York,Tompkins,36109,NY
New York,Ulster,36111,NY
New York,Unknown,NA,NY
New York,Warren,36113,NY
New York,Washington,36115,NY
New York,Wayne,36117,NY
New York,Westchester,36119,NY
New York,Wyoming,36121,NY
New York,Yates,36123,NY
North Carolina,Alamance,37001,NC
North Carolina,Alexander,37003,NC
North Carolina,Alleghany,37005,NC
North Carolina,Anson,37007,NC
North Carolina,Ashe,37009,NC
North Carolina,Avery,37011,NC
North Carolina,Beaufort,37013,NC
North Carolina,Bertie,37015,NC
North Carolina,Bladen,37017,NC
North Carolina,Brunswick,37019,NC
North Carolina,Buncombe,37021,NC
North Carolina,Burke,37023,NC
North Carolina,Cabarrus,37025,NC
North Carolina,Caldwell,37027,NC
North Carolina,Camden,37029,NC
North Carolina,Carteret,37031,NC
North Carolina,Caswell,37033,NC
North Carolina,Catawba,37035,NC
North Carolina,Chatham,37037,NC
North Carolina,Cherokee,37039,NC
North Carolina,Chowan,37041,NC
North Carolina,Clay,37043,NC
North Carolina,Cleveland,37045,NC
North Carolina,Columbus,37047,NC
North Carolina,Craven,37049,NC
North Carolina,Cumberland,37051,NC
North Carolina,Currituck,37053,NC
North Carolina,Dare,37055,NC
North Carolina,Davidson,37057,NC
North Carolina,Davie,37059,NC
North Carolina,Duplin,37061,NC
North Carolina,Durham,37063,NC
North Carolina,Edgecombe,37065,NC
North Carolina,Forsyth,37067,NC
North Carolina,Franklin,37069,NC
North Carolina,Gaston,37071,NC
North Carolina,Gates,37073,NC
North Carolina,Graham,37075,NC
North Carolina,Granville,37077,NC
North Carolina,Greene,37079,NC
North Carolina,Guilford,37081,NC
North Carolina,Halifax,37083,NC
North Carolina,Harnett,37085,NC
North Carolina,Haywood,37087,NC
North Carolina,Henderson,37089,NC
North Carolina,Hertford,37091,NC
North Carolina,Hoke,37093,NC
North Carolina,Hyde,37095,NC
North Carolina,Iredell,37097,NC
North Carolina,Jackson,37099,NC
North Carolina,Johnston,37101,NC
North Carolina,Jones,37103,NC
North Carolina,Lee,37105,NC
North Carolina,Lenoir,37107,NC
North Carolina,Lincoln,37109,NC
North Carolina,Macon,37113,NC
North Carolina,Madison,37115,NC
North Carolina,Martin,37117,NC
North Carolina,McDowell,37111,NC
North Carolina,Mecklenburg,37119,NC
North Carolina,Mitchell,37121,NC
North Carolina,Montgomery,37123,NC
North Carolina,Moore,37125,NC
North Carolina,Nash,37127,NC
North Carolina,New Hanover,37129,NC
North Carolina,Northampton,37131,NC
North Carolina,Onslow,37133,NC
North Carolina,Orange,37135,NC
North Carolina,Pamlico,37137,NC
North Carolina,Pasquotank,37139,NC
North Carolina,Pender,37141,NC
North Carolina,Perquimans,37143,NC
North Carolina,Person,37145,NC
North Carolina,Pitt,37147,NC
North Carolina,Polk,37149,NC
North Carolina,Randolph,37151,NC
North Carolina,Richmond,37153,NC
North Carolina,Robeson,37155,NC
North Carolina,Rockingham,37157,NC
North Carolina,Rowan,37159,NC
North Carolina,Rutherford,37161,NC
North Carolina,Sampson,37163,NC
North Carolina,Scotland,37165,NC
North Carolina,Stanly,37167,NC
North Carolina,Stokes,37169,NC
North Carolina,Surry,37171,NC
North Carolina,Swain,37173,NC
North Carolina,Transylvania,37175,NC
North Carolina,Tyrrell,37177,NC
North Carolina,Union,37179,NC
North Carolina,Vance,37181,NC
North Carolina,Wake,37183,NC
North Carolina,Warren,37185,NC
North Carolina,Washington,37187,NC
North Carolina,Watauga,37189,NC
North Carolina,Wayne,37191,NC
North Carolina,Wilkes,37193,NC
North Carolina,Wilson,37195,NC
North Carolina,Yadkin,37197,NC
North Carolina,Yancey,37199,NC
North Dakota,Adams,38001,ND
North Dakota,Barnes,38003,ND
North Dakota,Benson,38005,ND
North Dakota,Billings,38007,ND
North Dakota,Bottineau,38009,ND
North Dakota,Bowman,38011,ND
North Dakota,Burke,38013,ND
North Dakota,Burleigh,38015,ND
North Dakota,Cass,38017,ND
North Dakota,Cavalier,38019,ND
North Dakota,Dickey,38021,ND
North Dakota,Divide,38023,ND
North Dakota,Dunn,38025,ND
North Dakota,Eddy,38027,ND
North Dakota,Emmons,38029,ND
North Dakota,Foster,38031,ND
North Dakota,Golden Valley,38033,ND
North Dakota,Grand Forks,38035,ND
North Dakota,Grant,38037,ND
North Dakota,Griggs,38039,ND
North Dakota,Hettinger,38041,ND
North Dakota,Kidder,38043,ND
North Dakota,LaMoure,38045,ND
North Dakota,Logan,38047,ND
North Dakota,McHenry,38049,ND
North Dakota,McIntosh,38051,ND
North Dakota,McKenzie,38053,ND
North Dakota,McLean,38055,ND
North Dakota,Mercer,38057,ND
North Dakota,Morton,38059,ND
North Dakota,Mountrail,38061,ND
North Dakota,Nelson,38063,ND
North Dakota,Oliver,38065,ND
North Dakota,Pembina,38067,ND
North Dakota,Pierce,38069,ND
North Dakota,Ramsey,38071,ND
North Dakota,Ransom,38073,ND
North Dakota,Renville,38075,ND
North Dakota,Richland,38077,ND
North Dakota,Rolette,38079,ND
North Dakota,Sargent,38081,ND
North Dakota,Sheridan,38083,ND
North Dakota,Sioux,38085,ND
North Dakota,Slope,38087,ND
North Dakota,Stark,38089,ND
North Dakota,Steele,38091,ND
North Dakota,Stutsman,38093,ND
North Dakota,Towner,38095,ND
North Dakota,Traill,38097,ND
North Dakota,Unknown,NA,ND
North Dakota,Walsh,38099,ND
North Dakota,Ward,38101,ND
North Dakota,Wells,38103,ND
North Dakota,Williams,38105,ND
Northern Mariana Islands,Saipan,69110,NA
Northern Mariana Islands,Tinian,69120,NA
Northern Mariana Islands,Unknown,NA,NA
Ohio,Adams,39001,OH
Ohio,Allen,39003,OH
Ohio,Ashland,39005,OH
Ohio,Ashtabula,39007,OH
Ohio,Athens,39009,OH
Ohio,Auglaize,39011,OH
Ohio,Belmont,39013,OH
Ohio,Brown,39015,OH
Ohio,Butler,39017,OH
Ohio,Carroll,39019,OH
Ohio,Champaign,39021,OH
Ohio,Clark,39023,OH
Ohio,Clermont,39025,OH
Ohio,Clinton,39027,OH
Ohio,Columbiana,39029,OH
Ohio,Coshocton,39031,OH
Ohio,Crawford,39033,OH
Ohio,Cuyahoga,39035,OH
Ohio,Darke,39037,OH
Ohio,Defiance,39039,OH
Ohio,Delaware,39041,OH
Ohio,Erie,39043,OH
Ohio,Fairfield,39045,OH
Ohio,Fayette,39047,OH
Ohio,Franklin,39049,OH
Ohio,Fulton,39051,OH
Ohio,Gallia,39053,OH
Ohio,Geauga,39055,OH
Ohio,Greene,39057,OH
Ohio,Guernsey,39059,OH
Ohio,Hamilton,39061,OH
Ohio,Hancock,39063,OH
Ohio,Hardin,39065,OH
Ohio,Harrison,39067,OH
Ohio,Henry,39069,OH
Ohio,Highland,39071,OH
Ohio,Hocking,39073,OH
Ohio,Holmes,39075,OH
Ohio,Huron,39077,OH
Ohio,Jackson,39079,OH
Ohio,Jefferson,39081,OH
Ohio,Knox,39083,OH
Ohio,Lake,39085,OH
Ohio,Lawrence,39087,OH
Ohio,Licking,39089,OH
Ohio,Logan,39091,OH
Ohio,Lorain,39093,OH
Ohio,Lucas,39095,OH
Ohio,Madison,39097,OH
Ohio,Mahoning,39099,OH
Ohio,Marion,39101,OH
Ohio,Medina,39103,OH
Ohio,Meigs,39105,OH
Ohio,Mercer,39107,OH
Ohio,Miami,39109,OH
Ohio,Monroe,39111,OH
Ohio,Montgomery,39113,OH
Ohio,Morgan,39115,OH
Ohio,Morrow,39117,OH
Ohio,Muskingum,39119,OH
Ohio,Noble,39121,OH
Ohio,Ottawa,39123,OH
Ohio,Paulding,39125,OH
Ohio,Perry,39127,OH
Ohio,Pickaway,39129,OH
Ohio,Pike,39131,OH
Ohio,Portage,39133,OH
Ohio,Preble,39135,OH
Ohio,Putnam,39137,OH
Ohio,Richland,39139,OH
Ohio,Ross,39141,OH
Ohio,Sandusky,39143,OH
Ohio,Scioto,39145,OH
Ohio,Seneca,39147,OH
Ohio,Shelby,39149,OH
Ohio,Stark,39151,OH
Ohio,Summit,39153,OH
Ohio,Trumbull,39155,OH
Ohio,Tuscarawas,39157,OH
Ohio,Union,39159,OH
Ohio,Unknown,NA,OH
Ohio,Van Wert,39161,OH
Ohio,Vinton,39163,OH
Ohio,Warren,39165,OH
Ohio,Washington,39167,OH
Ohio,Wayne,39169,OH
Ohio,Williams,39171,OH
Ohio,Wood,39173,OH
Ohio,Wyandot,39175,OH
Oklahoma,Adair,40001,OK
Oklahoma,Alfalfa,40003,OK
Oklahoma,Atoka,40005,OK
Oklahoma,Beaver,40007,OK
Oklahoma,Beckham,40009,OK
Oklahoma,Blaine,40011,OK
Oklahoma,Bryan,40013,OK
Oklahoma,Caddo,40015,OK
Oklahoma,Canadian,40017,OK
Oklahoma,Carter,40019,OK
Oklahoma,Cherokee,40021,OK
Oklahoma,Choctaw,40023,OK
Oklahoma,Cimarron,40025,OK
Oklahoma,Cleveland,40027,OK
Oklahoma,Coal,40029,OK
Oklahoma,Comanche,40031,OK
Oklahoma,Cotton,40033,OK
Oklahoma,Craig,40035,OK
Oklahoma,Creek,40037,OK
Oklahoma,Custer,40039,OK
Oklahoma,Delaware,40041,OK
Oklahoma,Dewey,40043,OK
Oklahoma,Ellis,40045,OK
Oklahoma,Garfield,40047,OK
Oklahoma,Garvin,40049,OK
Oklahoma,Grady,40051,OK
Oklahoma,Grant,40053,OK
Oklahoma,Greer,40055,OK
Oklahoma,Harmon,40057,OK
Oklahoma,Harper,40059,OK
Oklahoma,Haskell,40061,OK
Oklahoma,Hughes,40063,OK
Oklahoma,Jackson,40065,OK
Oklahoma,Jefferson,40067,OK
Oklahoma,Johnston,40069,OK
Oklahoma,Kay,40071,OK
Oklahoma,Kingfisher,40073,OK
Oklahoma,Kiowa,40075,OK
Oklahoma,Latimer,40077,OK
Oklahoma,Le Flore,40079,OK
Oklahoma,Lincoln,40081,OK
Oklahoma,Logan,40083,OK
Oklahoma,Love,40085,OK
Oklahoma,Major,40093,OK
Oklahoma,Marshall,40095,OK
Oklahoma,Mayes,40097,OK
Oklahoma,McClain,40087,OK
Oklahoma,McCurtain,40089,OK
Oklahoma,McIntosh,40091,OK
Oklahoma,Murray,40099,OK
Oklahoma,Muskogee,40101,OK
Oklahoma,Noble,40103,OK
Oklahoma,Nowata,40105,OK
Oklahoma,Okfuskee,40107,OK
Oklahoma,Oklahoma,40109,OK
Oklahoma,Okmulgee,40111,OK
Oklahoma,Osage,40113,OK
Oklahoma,Ottawa,40115,OK
Oklahoma,Pawnee,40117,OK
Oklahoma,Payne,40119,OK
Oklahoma,Pittsburg,40121,OK
Oklahoma,Pontotoc,40123,OK
Oklahoma,Pottawatomie,40125,OK
Oklahoma,Pushmataha,40127,OK
Oklahoma,Roger Mills,40129,OK
Oklahoma,Rogers,40131,OK
Oklahoma,Seminole,40133,OK
Oklahoma,Sequoyah,40135,OK
Oklahoma,Stephens,40137,OK
Oklahoma,Texas,40139,OK
Oklahoma,Tillman,40141,OK
Oklahoma,Tulsa,40143,OK
Oklahoma,Unknown,NA,OK
Oklahoma,Wagoner,40145,OK
Oklahoma,Washington,40147,OK
Oklahoma,Washita,40149,OK
Oklahoma,Woods,40151,OK
Oklahoma,Woodward,40153,OK
Oregon,Baker,41001,OR
Oregon,Benton,41003,OR
Oregon,Clackamas,41005,OR
Oregon,Clatsop,41007,OR
Oregon,Columbia,41009,OR
Oregon,Coos,41011,OR
Oregon,Crook,41013,OR
Oregon,Curry,41015,OR
Oregon,Deschutes,41017,OR
Oregon,Douglas,41019,OR
Oregon,Gilliam,41021,OR
Oregon,Grant,41023,OR
Oregon,Harney,41025,OR
Oregon,Hood River,41027,OR
Oregon,Jackson,41029,OR
Oregon,Jefferson,41031,OR
Oregon,Josephine,41033,OR
Oregon,Klamath,41035,OR
Oregon,Lake,41037,OR
Oregon,Lane,41039,OR
Oregon,Lincoln,41041,OR
Oregon,Linn,41043,OR
Oregon,Malheur,41045,OR
Oregon,Marion,41047,OR
Oregon,Morrow,41049,OR
Oregon,Multnomah,41051,OR
Oregon,Polk,41053,OR
Oregon,Sherman,41055,OR
Oregon,Tillamook,41057,OR
Oregon,Umatilla,41059,OR
Oregon,Union,41061,OR
Oregon,Wallowa,41063,OR
Oregon,Wasco,41065,OR
Oregon,Washington,41067,OR
Oregon,Yamhill,41071,OR
Pennsylvania,Adams,42001,PA
Pennsylvania,Allegheny,42003,PA
Pennsylvania,Armstrong,42005,PA
Pennsylvania,Beaver,42007,PA
Pennsylvania,Bedford,42009,PA
Pennsylvania,Berks,42011,PA
Pennsylvania,Blair,42013,PA
Pennsylvania,Bradford,42015,PA
Pennsylvania,Bucks,42017,PA
Pennsylvania,Butler,42019,PA
Pennsylvania,Cambria,42021,PA
Pennsylvania,Cameron,42023,PA
Pennsylvania,Carbon,42025,PA
Pennsylvania,Centre,42027,PA
Pennsylvania,Chester,42029,PA
Pennsylvania,Clarion,42031,PA
Pennsylvania,Clearfield,42033,PA
Pennsylvania,Clinton,42035,PA
Pennsylvania,Columbia,42037,PA
Pennsylvania,Crawford,42039,PA
Pennsylvania,Cumberland,42041,PA
Pennsylvania,Dauphin,42043,PA
Pennsylvania,Delaware,42045,PA
Pennsylvania,Elk,42047,PA
Pennsylvania,Erie,42049,PA
Pennsylvania,Fayette,42051,PA
Pennsylvania,Forest,42053,PA
Pennsylvania,Franklin,42055,PA
Pennsylvania,Fulton,42057,PA
Pennsylvania,Greene,42059,PA
Pennsylvania,Huntingdon,42061,PA
Pennsylvania,Indiana,42063,PA
Pennsylvania,Jefferson,42065,PA
Pennsylvania,Juniata,42067,PA
Pennsylvania,Lackawanna,42069,PA
Pennsylvania,Lancaster,42071,PA
Pennsylvania,Lawrence,42073,PA
Pennsylvania,Lebanon,42075,PA
Pennsylvania,Lehigh,42077,PA
Pennsylvania,Luzerne,42079,PA
Pennsylvania,Lycoming,42081,PA
Pennsylvania,McKean,42083,PA
Pennsylvania,Mercer,42085,PA
Pennsylvania,Mifflin,42087,PA
Pennsylvania,Monroe,42089,PA
Pennsylvania,Montgomery,42091,PA
Pennsylvania,Montour,42093,PA
Pennsylvania,Northampton,42095,PA
Pennsylvania,Northumberland,42097,PA
Pennsylvania,Perry,42099,PA
Pennsylvania,Philadelphia,42101,PA
Pennsylvania,Pike,42103,PA
Pennsylvania,Potter,42105,PA
Pennsylvania,Schuylkill,42107,PA
Pennsylvania,Snyder,42109,PA
Pennsylvania,Somerset,42111,PA
Pennsylvania,Sullivan,42113,PA
Pennsylvania,Susquehanna,42115,PA
Pennsylvania,Tioga,42117,PA
Pennsylvania,Union,42119,PA
Pennsylvania,Unknown,NA,PA
Pennsylvania,Venango,42121,PA
Pennsylvania,Warren,42123,PA
Pennsylvania,Washington,42125,PA
Pennsylvania,Wayne,42127,PA
Pennsylvania,Westmoreland,42129,PA
Pennsylvania,Wyoming,42131,PA
Pennsylvania,York,42133,PA
Puerto Rico,Adjuntas,72001,NA
Puerto Rico,Aguada,72003,NA
Puerto Rico,Aguadilla,72005,NA
Puerto Rico,Aguas Buenas,72007,NA
Puerto Rico,Aibonito,72009,NA
Puerto Rico,Anasco,72011,NA
Puerto Rico,Arecibo,72013,NA
Puerto Rico,Arroyo,72015,NA
Puerto Rico,Barceloneta,72017,NA
Puerto Rico,Barranquitas,72019,NA
Puerto Rico,Bayamon,72021,NA
Puerto Rico,Cabo Rojo,72023,NA
Puerto Rico,Caguas,72025,NA
Puerto Rico,Camuy,72027,NA
Puerto Rico,Canovanas,72029,NA
Puerto Rico,Carolina,72031,NA
Puerto Rico,Catano,72033,NA
Puerto Rico,Cayey,72035,NA
Puerto Rico,Ceiba,72037,NA
Puerto Rico,Ciales,72039,NA
Puerto Rico,Cidra,72041,NA
Puerto Rico,Coamo,72043,NA
Puerto Rico,Comerio,72045,NA
Puerto Rico,Corozal,72047,NA
Puerto Rico,Culebra,72049,NA
Puerto Rico,Dorado,72051,NA
Puerto Rico,Fajardo,72053,NA
Puerto Rico,Florida,72054,NA
Puerto Rico,Guanica,72055,NA
Puerto Rico,Guayama,72057,NA
Puerto Rico,Guayanilla,72059,NA
Puerto Rico,Guaynabo,72061,NA
Puerto Rico,Gurabo,72063,NA
Puerto Rico,Hatillo,72065,NA
Puerto Rico,Hormigueros,72067,NA
Puerto Rico,Humacao,72069,NA
Puerto Rico,Isabela,72071,NA
Puerto Rico,Jayuya,72073,NA
Puerto Rico,Juana Diaz,72075,NA
Puerto Rico,Juncos,72077,NA
Puerto Rico,Lajas,72079,NA
Puerto Rico,Lares,72081,NA
Puerto Rico,Las Marias,72083,NA
Puerto Rico,Las Piedras,72085,NA
Puerto Rico,Loiza,72087,NA
Puerto Rico,Luquillo,72089,NA
Puerto Rico,Manati,72091,NA
Puerto Rico,Maricao,72093,NA
Puerto Rico,Maunabo,72095,NA
Puerto Rico,Mayaguez,72097,NA
Puerto Rico,Moca,72099,NA
Puerto Rico,Morovis,72101,NA
Puerto Rico,Naguabo,72103,NA
Puerto Rico,Naranjito,72105,NA
Puerto Rico,Orocovis,72107,NA
Puerto Rico,Patillas,72109,NA
Puerto Rico,Penuelas,72111,NA
Puerto Rico,Ponce,72113,NA
Puerto Rico,Quebradillas,72115,NA
Puerto Rico,Rincon,72117,NA
Puerto Rico,Rio Grande,72119,NA
Puerto Rico,Sabana Grande,72121,NA
Puerto Rico,Salinas,72123,NA
Puerto Rico,San German,72125,NA
Puerto Rico,San Juan,72127,NA
Puerto Rico,San Lorenzo,72129,NA
Puerto Rico,San Sebastian,72131,NA
Puerto Rico,Santa Isabel,72133,NA
Puerto Rico,Toa Alta,72135,NA
Puerto Rico,Toa Baja,72137,NA
Puerto Rico,Trujillo Alto,72139,NA
Puerto Rico,Unknown,NA,NA
Puerto Rico,Utuado,72141,NA
Puerto Rico,Vega Alta,72143,NA
Puerto Rico,Vega Baja,72145,NA
Puerto Rico,Vieques,72147,NA
Puerto Rico,Villalba,72149,NA
Puerto Rico,Yabucoa,72151,NA
Puerto Rico,Yauco,72153,NA
Rhode Island,Bristol,44001,RI
Rhode Island,Kent,44003,RI
Rhode Island,Newport,44005,RI
Rhode Island,Providence,44007,RI
Rhode Island,Unknown,NA,RI
Rhode Island,Washington,44009,RI
South Carolina,Abbeville,45001,SC
South Carolina,Aiken,45003,SC
South Carolina,Allendale,45005,SC
South Carolina,Anderson,45007,SC
South Carolina,Bamberg,45009,SC
South Carolina,Barnwell,45011,SC
South Carolina,Beaufort,45013,SC
South Carolina,Berkeley,45015,SC
South Carolina,Calhoun,45017,SC
South Carolina,Charleston,45019,SC
South Carolina,Cherokee,45021,SC
South Carolina,Chester,45023,SC
South Carolina,Chesterfield,45025,SC
South Carolina,Clarendon,45027,SC
South Carolina,Colleton,45029,SC
South Carolina,Darlington,45031,SC
South Carolina,Dillon,45033,SC
South Carolina,Dorchester,45035,SC
South Carolina,Edgefield,45037,SC
South Carolina,Fairfield,45039,SC
South Carolina,Florence,45041,SC
South Carolina,Georgetown,45043,SC
South Carolina,Greenville,45045,SC
South Carolina,Greenwood,45047,SC
South Carolina,Hampton,45049,SC
South Carolina,Horry,45051,SC
South Carolina,Jasper,45053,SC
South Carolina,Kershaw,45055,SC
South Carolina,Lancaster,45057,SC
South Carolina,Laurens,45059,SC
South Carolina,Lee,45061,SC
South Carolina,Lexington,45063,SC
South Carolina,Marion,45067,SC
South Carolina,Marlboro,45069,SC
South Carolina,McCormick,45065,SC
South Carolina,Newberry,45071,SC
South Carolina,Oconee,45073,SC
South Carolina,Orangeburg,45075,SC
South Carolina,Pickens,45077,SC
South Carolina,Richland,45079,SC
South Carolina,Saluda,45081,SC
South Carolina,Spartanburg,45083,SC
South Carolina,Sumter,45085,SC
South Carolina,Union,45087,SC
South Carolina,Unknown,NA,SC
South Carolina,Williamsburg,45089,SC
South Carolina,York,45091,SC
South Dakota,Aurora,46003,SD
South Dakota,Beadle,46005,SD
South Dakota,Bennett,46007,SD
South Dakota,Bon Homme,46009,SD
South Dakota,Brookings,46011,SD
South Dakota,Brown,46013,SD
South Dakota,Brule,46015,SD
South Dakota,Buffalo,46017,SD
South Dakota,Butte,46019,SD
South Dakota,Campbell,46021,SD
South Dakota,Charles Mix,46023,SD
South Dakota,Clark,46025,SD
South Dakota,Clay,46027,SD
South Dakota,Codington,46029,SD
South Dakota,Corson,46031,SD
South Dakota,Custer,46033,SD
South Dakota,Davison,46035,SD
South Dakota,Day,46037,SD
South Dakota,Deuel,46039,SD
South Dakota,Dewey,46041,SD
South Dakota,Douglas,46043,SD
South Dakota,Edmunds,46045,SD
South Dakota,Fall River,46047,SD
South Dakota,Faulk,46049,SD
South Dakota,Grant,46051,SD
South Dakota,Gregory,46053,SD
South Dakota,Haakon,46055,SD
South Dakota,Hamlin,46057,SD
South Dakota,Hand,46059,SD
South Dakota,Hanson,46061,SD
South Dakota,Harding,46063,SD
South Dakota,Hughes,46065,SD
South Dakota,Hutchinson,46067,SD
South Dakota,Hyde,46069,SD
South Dakota,Jackson,46071,SD
South Dakota,Jerauld,46073,SD
South Dakota,Jones,46075,SD
South Dakota,Kingsbury,46077,SD
South Dakota,Lake,46079,SD
South Dakota,Lawrence,46081,SD
South Dakota,Lincoln,46083,SD
South Dakota,Lyman,46085,SD
South Dakota,Marshall,46091,SD
South Dakota,McCook,46087,SD
South Dakota,McPherson,46089,SD
South Dakota,Meade,46093,SD
South Dakota,Mellette,46095,SD
South Dakota,Miner,46097,SD
South Dakota,Minnehaha,46099,SD
