fips,pop2019,state,county,abbreviation
40069,11085,Oklahoma,Johnston,OK
40071,43538,Oklahoma,Kay,OK
40073,15765,Oklahoma,Kingfisher,OK
40075,8708,Oklahoma,Kiowa,OK
40077,10073,Oklahoma,Latimer,OK
40079,49853,Oklahoma,Le Flore,OK
40081,34877,Oklahoma,Lincoln,OK
40083,48011,Oklahoma,Logan,OK
40085,10253,Oklahoma,Love,OK
40087,40474,Oklahoma,McClain,OK
40089,32832,Oklahoma,McCurtain,OK
40091,19596,Oklahoma,McIntosh,OK
40093,7629,Oklahoma,Major,OK
40095,16931,Oklahoma,Marshall,OK
40097,41100,Oklahoma,Mayes,OK
40099,14073,Oklahoma,Murray,OK
40101,67997,Oklahoma,Muskogee,OK
40103,11131,Oklahoma,Noble,OK
40105,10076,Oklahoma,Nowata,OK
40107,11993,Oklahoma,Okfuskee,OK
40109,797434,Oklahoma,Oklahoma,OK
40111,38465,Oklahoma,Okmulgee,OK
40113,46963,Oklahoma,Osage,OK
40115,31127,Oklahoma,Ottawa,OK
40117,16376,Oklahoma,Pawnee,OK
40119,81784,Oklahoma,Payne,OK
40121,43654,Oklahoma,Pittsburg,OK
40123,38284,Oklahoma,Pontotoc,OK
40125,72592,Oklahoma,Pottawatomie,OK
40127,11096,Oklahoma,Pushmataha,OK
40129,3583,Oklahoma,Roger Mills,OK
40131,92459,Oklahoma,Rogers,OK
40133,24258,Oklahoma,Seminole,OK
40135,41569,Oklahoma,Sequoyah,OK
40137,43143,Oklahoma,Stephens,OK
40139,19983,Oklahoma,Texas,OK
40141,7250,Oklahoma,Tillman,OK
40143,651552,Oklahoma,Tulsa,OK
40145,81289,Oklahoma,Wagoner,OK
40147,51527,Oklahoma,Washington,OK
40149,10916,Oklahoma,Washita,OK
40151,8793,Oklahoma,Woods,OK
40153,20211,Oklahoma,Woodward,OK
41001,16124,Oregon,Baker,OR
41003,93053,Oregon,Benton,OR
41005,418187,Oregon,Clackamas,OR
41007,40224,Oregon,Clatsop,OR
41009,52354,Oregon,Columbia,OR
41011,64487,Oregon,Coos,OR
41013,24404,Oregon,Crook,OR
41015,22925,Oregon,Curry,OR
41017,197692,Oregon,Deschutes,OR
41019,110980,Oregon,Douglas,OR
41021,1912,Oregon,Gilliam,OR
41023,7199,Oregon,Grant,OR
41025,7393,Oregon,Harney,OR
41027,23382,Oregon,Hood River,OR
41029,220944,Oregon,Jackson,OR
41031,24658,Oregon,Jefferson,OR
41033,87487,Oregon,Josephine,OR
41035,68238,Oregon,Klamath,OR
41037,7869,Oregon,Lake,OR
41039,382067,Oregon,Lane,OR
41041,49962,Oregon,Lincoln,OR
41043,129749,Oregon,Linn,OR
41045,30571,Oregon,Malheur,OR
41047,347818,Oregon,Marion,OR
41049,11603,Oregon,Morrow,OR
41051,812855,Oregon,Multnomah,OR
41053,86085,Oregon,Polk,OR
41055,1780,Oregon,Sherman,OR
41057,27036,Oregon,Tillamook,OR
41059,77950,Oregon,Umatilla,OR
41061,26835,Oregon,Union,OR
41063,7208,Oregon,Wallowa,OR
41065,26682,Oregon,Wasco,OR
41067,601592,Oregon,Washington,OR
41069,1332,NA,NA,NA
41071,107100,Oregon,Yamhill,OR
42001,103009,Pennsylvania,Adams,PA
42003,1216045,Pennsylvania,Allegheny,PA
42005,64735,Pennsylvania,Armstrong,PA
42007,163929,Pennsylvania,Beaver,PA
42009,47888,Pennsylvania,Bedford,PA
42011,421164,Pennsylvania,Berks,PA
42013,121829,Pennsylvania,Blair,PA
42015,60323,Pennsylvania,Bradford,PA
42017,628270,Pennsylvania,Bucks,PA
42019,187853,Pennsylvania,Butler,PA
42021,130192,Pennsylvania,Cambria,PA
42023,4447,Pennsylvania,Cameron,PA
42025,64182,Pennsylvania,Carbon,PA
42027,162385,Pennsylvania,Centre,PA
42029,524989,Pennsylvania,Chester,PA
42031,38438,Pennsylvania,Clarion,PA
42033,79255,Pennsylvania,Clearfield,PA
42035,38632,Pennsylvania,Clinton,PA
42037,64964,Pennsylvania,Columbia,PA
42039,84629,Pennsylvania,Crawford,PA
42041,253370,Pennsylvania,Cumberland,PA
42043,278299,Pennsylvania,Dauphin,PA
42045,566747,Pennsylvania,Delaware,PA
42047,29910,Pennsylvania,Elk,PA
42049,269728,Pennsylvania,Erie,PA
42051,129274,Pennsylvania,Fayette,PA
42053,7247,Pennsylvania,Forest,PA
42055,155027,Pennsylvania,Franklin,PA
42057,14530,Pennsylvania,Fulton,PA
42059,36233,Pennsylvania,Greene,PA
42061,45144,Pennsylvania,Huntingdon,PA
42063,84073,Pennsylvania,Indiana,PA
42065,43425,Pennsylvania,Jefferson,PA
42067,24763,Pennsylvania,Juniata,PA
42069,209674,Pennsylvania,Lackawanna,PA
42071,545724,Pennsylvania,Lancaster,PA
42073,85512,Pennsylvania,Lawrence,PA
42075,141793,Pennsylvania,Lebanon,PA
42077,369318,Pennsylvania,Lehigh,PA
42079,317417,Pennsylvania,Luzerne,PA
42081,113299,Pennsylvania,Lycoming,PA
42083,40625,Pennsylvania,McKean,PA
42085,109424,Pennsylvania,Mercer,PA
42087,46138,Pennsylvania,Mifflin,PA
42089,170271,Pennsylvania,Monroe,PA
42091,830915,Pennsylvania,Montgomery,PA
42093,18230,Pennsylvania,Montour,PA
42095,305285,Pennsylvania,Northampton,PA
42097,90843,Pennsylvania,Northumberland,PA
42099,46272,Pennsylvania,Perry,PA
42101,1584064,Pennsylvania,Philadelphia,PA
42103,55809,Pennsylvania,Pike,PA
42105,16526,Pennsylvania,Potter,PA
42107,141359,Pennsylvania,Schuylkill,PA
42109,40372,Pennsylvania,Snyder,PA
42111,73447,Pennsylvania,Somerset,PA
42113,6066,Pennsylvania,Sullivan,PA
42115,40328,Pennsylvania,Susquehanna,PA
42117,40591,Pennsylvania,Tioga,PA
42119,44923,Pennsylvania,Union,PA
42121,50668,Pennsylvania,Venango,PA
42123,39191,Pennsylvania,Warren,PA
42125,206865,Pennsylvania,Washington,PA
42127,51361,Pennsylvania,Wayne,PA
42129,348899,Pennsylvania,Westmoreland,PA
42131,26794,Pennsylvania,Wyoming,PA
42133,449058,Pennsylvania,York,PA
44001,48479,Rhode Island,Bristol,RI
44003,164292,Rhode Island,Kent,RI
44005,82082,Rhode Island,Newport,RI
44007,638931,Rhode Island,Providence,RI
44009,125577,Rhode Island,Washington,RI
45001,24527,South Carolina,Abbeville,SC
45003,170872,South Carolina,Aiken,SC
45005,8688,South Carolina,Allendale,SC
45007,202558,South Carolina,Anderson,SC
45009,14066,South Carolina,Bamberg,SC
45011,20866,South Carolina,Barnwell,SC
45013,192122,South Carolina,Beaufort,SC
45015,227907,South Carolina,Berkeley,SC
45017,14553,South Carolina,Calhoun,SC
45019,411406,South Carolina,Charleston,SC
45021,57300,South Carolina,Cherokee,SC
45023,32244,South Carolina,Chester,SC
45025,45650,South Carolina,Chesterfield,SC
45027,33745,South Carolina,Clarendon,SC
45029,37677,South Carolina,Colleton,SC
45031,66618,South Carolina,Darlington,SC
45033,30479,South Carolina,Dillon,SC
45035,162809,South Carolina,Dorchester,SC
45037,27260,South Carolina,Edgefield,SC
45039,22347,South Carolina,Fairfield,SC
45041,138293,South Carolina,Florence,SC
45043,62680,South Carolina,Georgetown,SC
45045,523542,South Carolina,Greenville,SC
45047,70811,South Carolina,Greenwood,SC
45049,19222,South Carolina,Hampton,SC
45051,354081,South Carolina,Horry,SC
45053,30073,South Carolina,Jasper,SC
45055,66551,South Carolina,Kershaw,SC
45057,98012,South Carolina,Lancaster,SC
45059,67493,South Carolina,Laurens,SC
45061,16828,South Carolina,Lee,SC
45063,298750,South Carolina,Lexington,SC
45065,9463,South Carolina,McCormick,SC
45067,30657,South Carolina,Marion,SC
45069,26118,South Carolina,Marlboro,SC
45071,38440,South Carolina,Newberry,SC
45073,79546,South Carolina,Oconee,SC
45075,86175,South Carolina,Orangeburg,SC
45077,126884,South Carolina,Pickens,SC
45079,415759,South Carolina,Richland,SC
45081,20473,South Carolina,Saluda,SC
45083,319785,South Carolina,Spartanburg,SC
45085,106721,South Carolina,Sumter,SC
45087,27316,South Carolina,Union,SC
45089,30368,South Carolina,Williamsburg,SC
45091,280979,South Carolina,York,SC
46003,2751,South Dakota,Aurora,SD
46005,18453,South Dakota,Beadle,SD
46007,3365,South Dakota,Bennett,SD
46009,6901,South Dakota,Bon Homme,SD
46011,35077,South Dakota,Brookings,SD
46013,38839,South Dakota,Brown,SD
46015,5297,South Dakota,Brule,SD
46017,1962,South Dakota,Buffalo,SD
46019,10429,South Dakota,Butte,SD
46021,1376,South Dakota,Campbell,SD
46023,9292,South Dakota,Charles Mix,SD
46025,3736,South Dakota,Clark,SD
46027,14070,South Dakota,Clay,SD
46029,28009,South Dakota,Codington,SD
46031,4086,South Dakota,Corson,SD
46033,8972,South Dakota,Custer,SD
46035,19775,South Dakota,Davison,SD
46037,5424,South Dakota,Day,SD
46039,4351,South Dakota,Deuel,SD
46041,5892,South Dakota,Dewey,SD
46043,2921,South Dakota,Douglas,SD
46045,3829,South Dakota,Edmunds,SD
46047,6713,South Dakota,Fall River,SD
46049,2299,South Dakota,Faulk,SD
46051,7052,South Dakota,Grant,SD
46053,4185,South Dakota,Gregory,SD
46055,1899,South Dakota,Haakon,SD
46057,6164,South Dakota,Hamlin,SD
46059,3191,South Dakota,Hand,SD
46061,3453,South Dakota,Hanson,SD
46063,1298,South Dakota,Harding,SD
46065,17526,South Dakota,Hughes,SD
46067,7291,South Dakota,Hutchinson,SD
46069,1301,South Dakota,Hyde,SD
46071,3344,South Dakota,Jackson,SD
46073,2013,South Dakota,Jerauld,SD
46075,903,South Dakota,Jones,SD
46077,4939,South Dakota,Kingsbury,SD
46079,12797,South Dakota,Lake,SD
46081,25844,South Dakota,Lawrence,SD
46083,61128,South Dakota,Lincoln,SD
46085,3781,South Dakota,Lyman,SD
46087,5586,South Dakota,McCook,SD
46089,2379,South Dakota,McPherson,SD
46091,4935,South Dakota,Marshall,SD
46093,28332,South Dakota,Meade,SD
46095,2061,South Dakota,Mellette,SD
46097,2216,South Dakota,Miner,SD
46099,193134,South Dakota,Minnehaha,SD
46101,6576,South Dakota,Moody,SD
46102,14177,South Dakota,Oglala Lakota,SD
46103,113775,South Dakota,Pennington,SD
46105,2865,South Dakota,Perkins,SD
46107,2153,South Dakota,Potter,SD
46109,10394,South Dakota,Roberts,SD
46111,2344,South Dakota,Sanborn,SD
46115,6376,South Dakota,Spink,SD
46117,3098,South Dakota,Stanley,SD
46119,1391,South Dakota,Sully,SD
46121,10177,South Dakota,Todd,SD
46123,5441,South Dakota,Tripp,SD
46125,8384,South Dakota,Turner,SD
46127,15932,South Dakota,Union,SD
46129,5435,South Dakota,Walworth,SD
46135,22814,South Dakota,Yankton,SD
46137,2756,South Dakota,Ziebach,SD
47001,76978,Tennessee,Anderson,TN
47003,49713,Tennessee,Bedford,TN
47005,16160,Tennessee,Benton,TN
47007,15064,Tennessee,Bledsoe,TN
47009,133088,Tennessee,Blount,TN
47011,108110,Tennessee,Bradley,TN
47013,39842,Tennessee,Campbell,TN
47015,14678,Tennessee,Cannon,TN
47017,27767,Tennessee,Carroll,TN
47019,56391,Tennessee,Carter,TN
47021,40667,Tennessee,Cheatham,TN
47023,17297,Tennessee,Chester,TN
47025,31959,Tennessee,Claiborne,TN
47027,7615,Tennessee,Clay,TN
47029,36004,Tennessee,Cocke,TN
47031,56520,Tennessee,Coffee,TN
47033,14230,Tennessee,Crockett,TN
47035,60520,Tennessee,Cumberland,TN
47037,694144,Tennessee,Davidson,TN
47039,11663,Tennessee,Decatur,TN
47041,20490,Tennessee,DeKalb,TN
47043,53948,Tennessee,Dickson,TN
47045,37159,Tennessee,Dyer,TN
47047,41133,Tennessee,Fayette,TN
47049,18523,Tennessee,Fentress,TN
47051,42208,Tennessee,Franklin,TN
47053,49133,Tennessee,Gibson,TN
47055,29464,Tennessee,Giles,TN
47057,23320,Tennessee,Grainger,TN
47059,69069,Tennessee,Greene,TN
47061,13427,Tennessee,Grundy,TN
47063,64934,Tennessee,Hamblen,TN
47065,367804,Tennessee,Hamilton,TN
47067,6620,Tennessee,Hancock,TN
47069,25050,Tennessee,Hardeman,TN
47071,25652,Tennessee,Hardin,TN
47073,56786,Tennessee,Hawkins,TN
47075,17304,Tennessee,Haywood,TN
47077,28117,Tennessee,Henderson,TN
47079,32345,Tennessee,Henry,TN
47081,25178,Tennessee,Hickman,TN
47083,8201,Tennessee,Houston,TN
47085,18582,Tennessee,Humphreys,TN
47087,11786,Tennessee,Jackson,TN
47089,54495,Tennessee,Jefferson,TN
47091,17788,Tennessee,Johnson,TN
47093,470313,Tennessee,Knox,TN
47095,7016,Tennessee,Lake,TN
47097,25633,Tennessee,Lauderdale,TN
47099,44142,Tennessee,Lawrence,TN
47101,12268,Tennessee,Lewis,TN
47103,34366,Tennessee,Lincoln,TN
47105,54068,Tennessee,Loudon,TN
47107,53794,Tennessee,McMinn,TN
47109,25694,Tennessee,McNairy,TN
47111,24602,Tennessee,Macon,TN
47113,97984,Tennessee,Madison,TN
47115,28907,Tennessee,Marion,TN
47117,34375,Tennessee,Marshall,TN
47119,96387,Tennessee,Maury,TN
47121,12422,Tennessee,Meigs,TN
47123,46545,Tennessee,Monroe,TN
47125,208993,Tennessee,Montgomery,TN
47127,6488,Tennessee,Moore,TN
47129,21403,Tennessee,Morgan,TN
47131,30069,Tennessee,Obion,TN
47133,22241,Tennessee,Overton,TN
47135,8076,Tennessee,Perry,TN
47137,5048,Tennessee,Pickett,TN
47139,16832,Tennessee,Polk,TN
47141,80245,Tennessee,Putnam,TN
47143,33167,Tennessee,Rhea,TN
47145,53382,Tennessee,Roane,TN
47147,71813,Tennessee,Robertson,TN
47149,332285,Tennessee,Rutherford,TN
47151,22068,Tennessee,Scott,TN
47153,15026,Tennessee,Sequatchie,TN
47155,98250,Tennessee,Sevier,TN
47157,937166,Tennessee,Shelby,TN
47159,20157,Tennessee,Smith,TN
47161,13715,Tennessee,Stewart,TN
47163,158348,Tennessee,Sullivan,TN
47165,191283,Tennessee,Sumner,TN
47167,61599,Tennessee,Tipton,TN
47169,11284,Tennessee,Trousdale,TN
47171,17883,Tennessee,Unicoi,TN
47173,19972,Tennessee,Union,TN
47175,5872,Tennessee,Van Buren,TN
47177,41277,Tennessee,Warren,TN
47179,129375,Tennessee,Washington,TN
47181,16673,Tennessee,Wayne,TN
47183,33328,Tennessee,Weakley,TN
47185,27345,Tennessee,White,TN
47187,238412,Tennessee,Williamson,TN
47189,144657,Tennessee,Wilson,TN
48001,57735,Texas,Anderson,TX
48003,18705,Texas,Andrews,TX
48005,86715,Texas,Angelina,TX
48007,23510,Texas,Aransas,TX
48009,8553,Texas,Archer,TX
48011,1887,Texas,Armstrong,TX
48013,51153,Texas,Atascosa,TX
48015,30032,Texas,Austin,TX
48017,7000,Texas,Bailey,TX
48019,23112,Texas,Bandera,TX
48021,88723,Texas,Bastrop,TX
48023,3509,Texas,Baylor,TX
48025,32565,Texas,Bee,TX
48027,362924,Texas,Bell,TX
48029,2003554,Texas,Bexar,TX
48031,11931,Texas,Blanco,TX
48033,654,Texas,Borden,TX
48035,18685,Texas,Bosque,TX
48037,93245,Texas,Bowie,TX
48039,374264,Texas,Brazoria,TX
48041,229211,Texas,Brazos,TX
48043,9203,Texas,Brewster,TX
48045,1546,Texas,Briscoe,TX
48047,7093,Texas,Brooks,TX
48049,37864,Texas,Brown,TX
48051,18443,Texas,Burleson,TX
48053,48155,Texas,Burnet,TX
48055,43664,Texas,Caldwell,TX
48057,21290,Texas,Calhoun,TX
48059,13943,Texas,Callahan,TX
48061,423163,Texas,Cameron,TX
48063,13094,Texas,Camp,TX
48065,5926,Texas,Carson,TX
48067,30026,Texas,Cass,TX
48069,7530,Texas,Castro,TX
48071,43837,Texas,Chambers,TX
48073,52646,Texas,Cherokee,TX
48075,7306,Texas,Childress,TX
48077,10471,Texas,Clay,TX
48079,2853,Texas,Cochran,TX
48081,3387,Texas,Coke,TX
48083,8175,Texas,Coleman,TX
48085,1034730,Texas,Collin,TX
48087,2920,Texas,Collingsworth,TX
48089,21493,Texas,Colorado,TX
48091,156209,Texas,Comal,TX
48093,13635,Texas,Comanche,TX
48095,2726,Texas,Concho,TX
48097,41257,Texas,Cooke,TX
48099,75951,Texas,Coryell,TX
48101,1398,Texas,Cottle,TX
48103,4797,Texas,Crane,TX
48105,3464,Texas,Crockett,TX
48107,5737,Texas,Crosby,TX
48109,2171,Texas,Culberson,TX
48111,7287,Texas,Dallam,TX
48113,2635516,Texas,Dallas,TX
48115,12728,Texas,Dawson,TX
48117,18546,Texas,Deaf Smith,TX
48119,5331,Texas,Delta,TX
48121,887207,Texas,Denton,TX
48123,20160,Texas,DeWitt,TX
48125,2211,Texas,Dickens,TX
48127,10124,Texas,Dimmit,TX
48129,3278,Texas,Donley,TX
48131,11157,Texas,Duval,TX
48133,18360,Texas,Eastland,TX
48135,166223,Texas,Ector,TX
48137,1932,Texas,Edwards,TX
48139,184826,Texas,Ellis,TX
48141,839238,Texas,El Paso,TX
48143,42698,Texas,Erath,TX
48145,17297,Texas,Falls,TX
48147,35514,Texas,Fannin,TX
48149,25346,Texas,Fayette,TX
48151,3830,Texas,Fisher,TX
48153,5712,Texas,Floyd,TX
48155,1155,Texas,Foard,TX
48157,811688,Texas,Fort Bend,TX
48159,10725,Texas,Franklin,TX
48161,19717,Texas,Freestone,TX
48163,20306,Texas,Frio,TX
48165,21492,Texas,Gaines,TX
48167,342139,Texas,Galveston,TX
48169,6229,Texas,Garza,TX
48171,26988,Texas,Gillespie,TX
48173,1409,Texas,Glasscock,TX
48175,7658,Texas,Goliad,TX
48177,20837,Texas,Gonzales,TX
48179,21886,Texas,Gray,TX
48181,136212,Texas,Grayson,TX
48183,123945,Texas,Gregg,TX
48185,28880,Texas,Grimes,TX
48187,166847,Texas,Guadalupe,TX
48189,33406,Texas,Hale,TX
48191,2964,Texas,Hall,TX
48193,8461,Texas,Hamilton,TX
48195,5399,Texas,Hansford,TX
48197,3933,Texas,Hardeman,TX
48199,57602,Texas,Hardin,TX
48201,4713325,Texas,Harris,TX
48203,66553,Texas,Harrison,TX
48205,5576,Texas,Hartley,TX
48207,5658,Texas,Haskell,TX
48209,230191,Texas,Hays,TX
48211,3819,Texas,Hemphill,TX
48213,82737,Texas,Henderson,TX
48215,868707,Texas,Hidalgo,TX
48217,36649,Texas,Hill,TX
48219,23021,Texas,Hockley,TX
48221,61643,Texas,Hood,TX
48223,37084,Texas,Hopkins,TX
48225,22968,Texas,Houston,TX
48227,36664,Texas,Howard,TX
48229,4886,Texas,Hudspeth,TX
48231,98594,Texas,Hunt,TX
48233,20938,Texas,Hutchinson,TX
48235,1536,Texas,Irion,TX
48237,8935,Texas,Jack,TX
48239,14760,Texas,Jackson,TX
48241,35529,Texas,Jasper,TX
48243,2274,Texas,Jeff Davis,TX
48245,251565,Texas,Jefferson,TX
48247,5200,Texas,Jim Hogg,TX
48249,40482,Texas,Jim Wells,TX
48251,175817,Texas,Johnson,TX
48253,20083,Texas,Jones,TX
48255,15601,Texas,Karnes,TX
48257,136154,Texas,Kaufman,TX
48259,47431,Texas,Kendall,TX
48261,404,Texas,Kenedy,TX
48263,762,Texas,Kent,TX
48265,52600,Texas,Kerr,TX
48267,4337,Texas,Kimble,TX
48269,272,NA,NA,NA
48271,3667,Texas,Kinney,TX
48273,30680,Texas,Kleberg,TX
48275,3664,Texas,Knox,TX
48277,49859,Texas,Lamar,TX
48279,12893,Texas,Lamb,TX
48281,21428,Texas,Lampasas,TX
48283,7520,Texas,La Salle,TX
48285,20154,Texas,Lavaca,TX
48287,17239,Texas,Lee,TX
48289,17404,Texas,Leon,TX
48291,88219,Texas,Liberty,TX
48293,23437,Texas,Limestone,TX
48295,3233,Texas,Lipscomb,TX
48297,12207,Texas,Live Oak,TX
48299,21795,Texas,Llano,TX
48301,169,NA,NA,NA
48303,310569,Texas,Lubbock,TX
48305,5951,Texas,Lynn,TX
48307,7984,Texas,McCulloch,TX
48309,256623,Texas,McLennan,TX
48311,743,Texas,McMullen,TX
48313,14284,Texas,Madison,TX
48315,9854,Texas,Marion,TX
48317,5771,Texas,Martin,TX
48319,4274,Texas,Mason,TX
48321,36643,Texas,Matagorda,TX
48323,58722,Texas,Maverick,TX
48325,51584,Texas,Medina,TX
48327,2138,Texas,Menard,TX
48329,176832,Texas,Midland,TX
48331,24823,Texas,Milam,TX
48333,4873,Texas,Mills,TX
48335,8545,Texas,Mitchell,TX
48337,19818,Texas,Montague,TX
48339,607391,Texas,Montgomery,TX
48341,20940,Texas,Moore,TX
48343,12388,Texas,Morris,TX
48345,1200,Texas,Motley,TX
48347,65204,Texas,Nacogdoches,TX
48349,50113,Texas,Navarro,TX
48351,13595,Texas,Newton,TX
48353,14714,Texas,Nolan,TX
48355,362294,Texas,Nueces,TX
48357,9836,Texas,Ochiltree,TX
48359,2112,Texas,Oldham,TX
48361,83396,Texas,Orange,TX
48363,29189,Texas,Palo Pinto,TX
48365,23194,Texas,Panola,TX
48367,142878,Texas,Parker,TX
48369,9605,Texas,Parmer,TX
48371,15823,Texas,Pecos,TX
48373,51353,Texas,Polk,TX
48375,117415,Texas,Potter,TX
48377,6704,Texas,Presidio,TX
48379,12514,Texas,Rains,TX
48381,137713,Texas,Randall,TX
48383,3849,Texas,Reagan,TX
48385,3452,Texas,Real,TX
48387,12023,Texas,Red River,TX
48389,15976,Texas,Reeves,TX
48391,6948,Texas,Refugio,TX
48393,854,Texas,Roberts,TX
48395,17074,Texas,Robertson,TX
48397,104915,Texas,Rockwall,TX
48399,10264,Texas,Runnels,TX
48401,54406,Texas,Rusk,TX
48403,10542,Texas,Sabine,TX
48405,8237,Texas,San Augustine,TX
48407,28859,Texas,San Jacinto,TX
48409,66730,Texas,San Patricio,TX
48411,6055,Texas,San Saba,TX
48413,2793,Texas,Schleicher,TX
48415,16703,Texas,Scurry,TX
48417,3265,Texas,Shackelford,TX
48419,25274,Texas,Shelby,TX
48421,3022,Texas,Sherman,TX
48423,232751,Texas,Smith,TX
48425,9128,Texas,Somervell,TX
48427,64633,Texas,Starr,TX
48429,9366,Texas,Stephens,TX
48431,1291,Texas,Sterling,TX
48433,1350,Texas,Stonewall,TX
48435,3776,Texas,Sutton,TX
48437,7397,Texas,Swisher,TX
48439,2102515,Texas,Tarrant,TX
48441,138034,Texas,Taylor,TX
48443,776,Texas,Terrell,TX
48445,12337,Texas,Terry,TX
48447,1501,Texas,Throckmorton,TX
48449,32750,Texas,Titus,TX
48451,119200,Texas,Tom Green,TX
48453,1273954,Texas,Travis,TX
48455,14651,Texas,Trinity,TX
48457,21672,Texas,Tyler,TX
48459,41753,Texas,Upshur,TX
48461,3657,Texas,Upton,TX
48463,26741,Texas,Uvalde,TX
48465,49025,Texas,Val Verde,TX
48467,56590,Texas,Van Zandt,TX
48469,92084,Texas,Victoria,TX
48471,72971,Texas,Walker,TX
48473,55246,Texas,Waller,TX
48475,11998,Texas,Ward,TX
48477,35882,Texas,Washington,TX
48479,276652,Texas,Webb,TX
48481,41556,Texas,Wharton,TX
48483,5056,Texas,Wheeler,TX
48485,132230,Texas,Wichita,TX
48487,12769,Texas,Wilbarger,TX
48489,21358,Texas,Willacy,TX
48491,590551,Texas,Williamson,TX
48493,51070,Texas,Wilson,TX
48495,8010,Texas,Winkler,TX
48497,69984,Texas,Wise,TX
48499,45539,Texas,Wood,TX
48501,8713,Texas,Yoakum,TX
48503,18010,Texas,Young,TX
48505,14179,Texas,Zapata,TX
48507,11840,Texas,Zavala,TX
49001,6710,Utah,Beaver,UT
49003,56046,Utah,Box Elder,UT
49005,128289,Utah,Cache,UT
49007,20463,Utah,Carbon,UT
49009,950,Utah,Daggett,UT
49011,355481,Utah,Davis,UT
49013,19938,Utah,Duchesne,UT
49015,10012,Utah,Emery,UT
49017,5051,Utah,Garfield,UT
49019,9754,Utah,Grand,UT
49021,54839,Utah,Iron,UT
49023,12017,Utah,Juab,UT
49025,7886,Utah,Kane,UT
49027,13188,Utah,Millard,UT
49029,12124,Utah,Morgan,UT
49031,1479,Utah,Piute,UT
49033,2483,Utah,Rich,UT
49035,1160437,Utah,Salt Lake,UT
49037,15308,Utah,San Juan,UT
49039,30939,Utah,Sanpete,UT
49041,21620,Utah,Sevier,UT
49043,42145,Utah,Summit,UT
49045,72259,Utah,Tooele,UT
49047,35734,Utah,Uintah,UT
49049,636235,Utah,Utah,UT
49051,34091,Utah,Wasatch,UT
49053,177556,Utah,Washington,UT
49055,2711,Utah,Wayne,UT
49057,260213,Utah,Weber,UT
50001,36777,Vermont,Addison,VT
50003,35470,Vermont,Bennington,VT
50005,29993,Vermont,Caledonia,VT
50007,163774,Vermont,Chittenden,VT
50009,6163,Vermont,Essex,VT
50011,49402,Vermont,Franklin,VT
50013,7235,Vermont,Grand Isle,VT
50015,25362,Vermont,Lamoille,VT
50017,28892,Vermont,Orange,VT
50019,27037,Vermont,Orleans,VT
50021,58191,Vermont,Rutland,VT
50023,58409,Vermont,Washington,VT
50025,42222,Vermont,Windham,VT
50027,55062,Vermont,Windsor,VT
51001,32316,Virginia,Accomack,VA
51003,109330,Virginia,Albemarle,VA
51005,14860,Virginia,Alleghany,VA
51007,13145,Virginia,Amelia,VA
51009,31605,Virginia,Amherst,VA
51011,15911,Virginia,Appomattox,VA
51013,236842,Virginia,Arlington,VA
51015,75558,Virginia,Augusta,VA
51017,4147,Virginia,Bath,VA
51019,78997,Virginia,Bedford,VA
51021,6280,Virginia,Bland,VA
51023,33419,Virginia,Botetourt,VA
51025,16231,Virginia,Brunswick,VA
51027,21004,Virginia,Buchanan,VA
51029,17148,Virginia,Buckingham,VA
51031,54885,Virginia,Campbell,VA
51033,30725,Virginia,Caroline,VA
51035,29791,Virginia,Carroll,VA
51036,6963,Virginia,Charles City,VA
51037,11880,Virginia,Charlotte,VA
51041,352802,Virginia,Chesterfield,VA
51043,14619,Virginia,Clarke,VA
51045,5131,Virginia,Craig,VA
51047,52605,Virginia,Culpeper,VA
51049,9932,Virginia,Cumberland,VA
51051,14318,Virginia,Dickenson,VA
51053,28544,Virginia,Dinwiddie,VA
51057,10953,Virginia,Essex,VA
51059,1147532,Virginia,Fairfax,VA
51061,71222,Virginia,Fauquier,VA
51063,15749,Virginia,Floyd,VA
51065,27270,Virginia,Fluvanna,VA
51067,56042,Virginia,Franklin,VA
51069,89313,Virginia,Frederick,VA
51071,16720,Virginia,Giles,VA
51073,37348,Virginia,Gloucester,VA
51075,23753,Virginia,Goochland,VA
51077,15550,Virginia,Grayson,VA
51079,19819,Virginia,Greene,VA
51081,11336,Virginia,Greensville,VA
51083,33911,Virginia,Halifax,VA
51085,107766,Virginia,Hanover,VA
51087,330818,Virginia,Henrico,VA
51089,50557,Virginia,Henry,VA
51091,2190,Virginia,Highland,VA
51093,37109,Virginia,Isle of Wight,VA
51095,76523,Virginia,James City,VA
51097,7025,Virginia,King and Queen,VA
51099,26836,Virginia,King George,VA
51101,17148,Virginia,King William,VA
51103,10603,Virginia,Lancaster,VA
51105,23423,Virginia,Lee,VA
51107,413538,Virginia,Loudoun,VA
51109,37591,Virginia,Louisa,VA
51111,12196,Virginia,Lunenburg,VA
51113,13261,Virginia,Madison,VA
51115,8834,Virginia,Mathews,VA
51117,30587,Virginia,Mecklenburg,VA
51119,10582,Virginia,Middlesex,VA
51121,98535,Virginia,Montgomery,VA
51125,14930,Virginia,Nelson,VA
51127,23091,Virginia,New Kent,VA
51131,11710,Virginia,Northampton,VA
51133,12095,Virginia,Northumberland,VA
51135,15232,Virginia,Nottoway,VA
51137,37051,Virginia,Orange,VA
51139,23902,Virginia,Page,VA
51141,17608,Virginia,Patrick,VA
